RPTID	OPID	NAME	INTER	IDATE	DTHH	ACSTATE	ACCOUNTY	ACCITY	OFFSHORE	COOR	IFED	SPLOC	CSYS	ORGLK	ORGLO	ITMYR	CAUS	CAUSO	TFAT	EFAT	NFAT	TINJ	EINJ	NINJ	PRPTY	COMM	COMID	CLASS	LOSS	RECOV	FIRE	EXP	NMDIA	THK	SMYS	JNT	GRND	DSPRS	ACPRS	PRTST	DUR	MXPRS	TSTMM	TSTYY	CORLC	FACTD	FACAT	CORR	CORRO	CAULK	CAULO	PREVT	ONECL	ONEOT	EXCAL	TMPMK	RNAME	PHONE	TELRN	TELID	DOR	NARRATIVE
19880056	4906	EXXON PIPELINE CO	No	19880206	725	TX	WALLER	 	No	 	No	"IN WALLER COUNTY APROXIMATELY 1 MILE WEST OF FM 359, 2 1/2 MILES MORTH OF FM 529 AND 2 MILES EAST OF FM 1887. LEAK WAS ON THE RACOON BEND-SATSUMA 8"" PIPELINE."	LINE PIPE	PIPE	 	1928	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	15000	CRUDE OIL	1311110	1	4150	3500	No	No	9	0.32	25000	COUPLED	BELOW GROUND	400	170	No	0	0	0	0	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"G.P. MURRAY, OPERATIONS MANAGER"	 	 	        		LEAK WAS REPORTED TO EXXON PIPELINE COMPNAY DISPATCHER BY TENANT (MR. HARTMAN) ON 2-6-88 AT APPROXIMATELY 7:20 P.M.  EXXON PIPELINE COMPANY'S AREA FOREMAN WAS NOTIFIED AT APPROXIMATELY 7:25 P.M.THE FLOW WAS SHUTDOWWN REMOTELY BY THE EXXON PIPELINE DISPATCHER AND A GANG FOREMAN AND GANG WERE SENT TO THE LEAK SITE.  TEMPORARY REPAIRS (PATCH & CLAMP) WERE COMPLETED AT APPROXIMATELY 7:30 A.M. ON 2-7-88 AND CLEAN-UP OPERATIONS WERE STARTED.  PERMANENT REPAIRS (NEW PIPE) WERE COMPLETED ON 2-16-88.THE LEAK WAS CAUSED BY EXTERNAL CORROSION.
19880057	15490	PHILLIPS PIPE LINE CO	Yes	19880215	700	KS	KINGMAN	 	No	 	No	"BORGER-E. CHICAGO LINE - RAGO TERMINAL -MP 225 , 1 MILE SOUTH OF RAGO, KS, ON HWY. 14."	NO DATA	PIPE	 	1987	OTHER	TUBE STRING FAILURE.	0	0	0	0	0	0	2500	L. P. G.	4905711	2	1	0	Yes	Yes	0		0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"B.L. THORMAN, MANAGER OF ENGINEERING & TECHNICAL SERVICES"	9186614721	 	        		"POSSIBLE BRINE TUBING FAILURE IN CAVERN #8 ALLOWED PROPANE TO LEAK BACK TO TERMINAL WATER HEADER.  FROM THERE VAPORS LEAKED BACK TO NORTH FRESH WATER WELL. VAPORS LEAKED INTO PUMP BUILDING, REACHED AN IGNITION SOURCE, AND MINOR EXPLOSION AND FIRE FOLLOWED."
19880058	443	AMOCO PIPELINE CO	No	19880208	845	TX	 	 	Yes	LAT 28 48' LONG 94 34'	Yes	"APPROXIMATELY 31 MILES SOUTHEAST OF GALVESTON, TEXAS."	LINE PIPE	PIPE	 	1978	OUTSIDE FORCE DAMAGE	SHIP ANCHOR	0	0	0	0	0	0	237000	CRUDE OIL	1311110	1	15000	0	No	No	14	0.38	42000	WELDED	BELOW GROUND	1620	750	Yes	24	2025	9	78	NO DATA	Yes	Yes	NO DATA	 	SHIP ANCHOR	 	Null	NO DATA	 	Null	Null	HOWARD B. SPALDING - SUPERVISOR - OPERATIONS	4099483407	 	        		"AT APPROXIMATELY 8:15 AM ON 2/8/88, THE HIPS CONTROL CENTER COMPLETED CALCULATIONS INDICATING A SHORTAGE IN THE OIL MEASURED INTO TEXAS CITY OPERATONS CONTROL CENTER. INITIALLY, IT WAS BELIEVED THAT THE SHORTAGE WAS DUE TO A MEASUREMENT ERROR.  AT THE SAME TIME A RE-CHECK WAS BEING MADE ON THE MEASUREMENT CALCULATIONS, OUR HELICOPTER WAS DISPATCHED TO MAKE AN AERIAL PATROL OF THE OFFSHORE PIPELINE.   AN OIL SLICK APPROXIMATELY 1 - 3 MILES WIDE X 15 - 20 MILES LONG WAS LOCATED ABOUT 21 MILES SOUTHEAST OF GALVESTON.A DIVE BOAT WAS MOBILIZED ON 2/11/88.  THE 14"" LINE HAD BEEN PULLED OUT OF THE TRENCH AND ABOUT 110 FT. OF THE PIPE WAS SUSPENDED 6' - 8' ABOVE THE MUDLINE.  REPAIRS WERE MADE USING ON PIPE JOINT (43' _+) OF NEW PIPE AND A SET OF ""GRIPPER""REPAIR TOOLS.  THE DAMAGE WAS THE RESULT OF A SHIP ANCHOR."
19880059	22610	WILLIAMS PIPELINE CO	Yes	19880207	1330	IL	MENARD	 	No	 	No	MENARD TERMINAL	TANK FARM	VALVE	 	1984	MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT	 	0	0	0	0	0	0	34000	FUEL OIL	2911715	3	40	34	No	No	0		0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"H. E. JANZEN, VICE PRESIDENT - OPERATIONS"	9185883850	 	        		"ON FEBRUARY 7, 1988, A 40 BARREL FUEL OIL LEAK WAS DISCOVERED AT OUR MENARD, ILLINOIS TERMINAL.  PARTICULATE MATTER LODGED IN A TANK PUMP THERMAL RELIEF VALVE AND CAUSED IT TO STICK OPEN.  THE OPEN VALVE THEN RELIEVED PRODUCT INTO THE SUMPSEPARATOR SYSTEM, UPSET THE OIL/WATER SEAL, AND RESULTED IN THE DISCHARGE OF PRODUCT INTO A NEARBY TANK DIKE.  THE RELEASE WAS CONTAINED ON OUR PROPERTY, WITHIN THE DIKED AREA.  THE AREA WAS FLOODED WITH WATER TO MINIMIZE PRODUCT CONTACT WITH THE SOIL, AND TO AID IN PRODUCT RECOVERY.  CLEANUP OPERATIONS ARE IN PROGRESS. THE THERMAL RELIEF DEVICES WERE RELOCATED ON THE PUMP PIPING TO MINIMIZE THE POSSIBILITY OF A REOCCURENCE."
19880060	19213	TEXACO CHEMICAL CO - A DIV OF TEXACO INC	No	19880203	830	TX	JEFFERSON	 	No	 	No	"ON PLANT PROPERTY OF DUPONT DE NEMOURS E I & CO., ALONG HIGHWAY 347, APPROXIMATELY 5 MILES SOUTH OF BEAUMONT, TEXAS."	NO DATA	OTHER	METERING STATION	1977	INCORRECT OPERATION BY OPERATOR PERSONNEL	 	0	0	0	0	0	0	0	NATURAL GAS LIQUID	4908176	2	50	0	No	No	0		0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"MAX E. SEARS, PLANT MANAGER"	4099896501	 	        		"OPERATOR'S CONTRACTOR, IN PREPARATION FOR CALIBRATING METER, MADE IMPROPER VALVE ALIGNMENT THAT ALLOWED APPROXIMATELY 50 BARRELS OF PROPYLENE TO BE RELEASED THROUGH THE VENT STACK TO THE ATMOSPHERE."
19880062	443	AMOCO PIPELINE CO	Yes	19880209	1500	OK	JEFFERSON	 	No	 	No	"NE 1/4 SECTION 4 T6S-R4W.  7 MI. SOUTH AND S1 1/2 MI. WEST OF RINGLING, OK."	LINE PIPE	PIPE	 	1919	OUTSIDE FORCE DAMAGE	DAMAGE BY OPERATOR OR ITS CONTRACTOR	0	0	0	0	0	0	500	CRUDE OIL	1311110	1	880	860	No	No	8	0.32	25000	THREADED	BELOW GROUND	0	150	Yes	24	917	6	76	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OPERATOR OR ITS CONTRACTOR	 	Yes	ONE CALL	 	No	No	J.W. WILHELM	9182257271	 	        		"THE COUNTY ROAD GRADER WAS GRADING THE  ROAD AND STRUCK THE PIPELINE IN THE DITCH BOTTOM.  MARKER SIGNS WERE LOCATED AT THE ROAD CROSSING.  AN 8 ROOT SECTION OF 8"" PIPE WAS CUT OUT AND REPLACED.ADDITIONAL GRAVEL COVER IS TO BE PLACED OVER THE PIPELINE AT THIS POINT TO PROTECT IT FROM FUTURE PROBLEMS."
19880064	2327	CHEVRON USA INC	No	19880219	1130	TX	HARDIN	 	No	 	No	 	LINE PIPE	PIPE	 	1948	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	4000	GASOLINE	2911135	1	20	15	No	No	12	0.38	0	WELDED	BELOW GROUND	0	0	Yes	0	0	0	0	EXTERNAL	Yes	No	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"A. E. SMITH, DIVISION MANAGER"	4098393130	 	        		"EXTERNAL PIT ON PIPELINE, RELEASED DISCOVERED BY AERIAL PATROL PLANE. ALL NECESSARY AGENCIES WERE NOTIFIED. CLEAN UP WAS NOMINAL.  TWO VISITS BY THE BIG THICKET NATIONAL PRESERVE RANGERS AND OUR RESPONSE AND CLEANUP WAS ADEQUATE AND TIMELY.PLIDCO REPAIR SLEEVE TO BE WELDED 2/22/88, SORBENT PADS WERE DESPOSED AT AUTHORIZED DISPOSAL SITE.PLIDCO SLEEVE WAS WELDED, DOPED, WRAPPED, ANODES INSTALLED AND BACKFILLED."
19880065	18718	SUN PIPELINE CO	No	19880324	600	TX	COKE	 	No	 	No	"SECTION 315, BLOCK 1A, H&TC RR CO. SURVEY APPROXIMATELY 2 MILES SOUTH OF SIVER, TEXAS AT OUR JAMESON TRUNK STATION."	PUMPING STATION	PUMP	 	1975	OTHER	PACKING GLAND BLOT BROKE	0	0	0	0	0	0	1224	CRUDE OIL	1311110	1	70	56	No	No	0		0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"E. F. MCKINLEY, JR."	2147570220	 	        		"PACKING SEIZED THE ROD SAUSING BOLTS TO BREAK THAT HOLDS GLAND NUT - THIS ALLOWED PACKING TO COME OUT CAUSING SPILL.REPAIRS TO PUMP BEGAIN IMMEDIATELY, PACKING INSTALLED.  ROD WAS REPLACED. BACK ON LINE, PUMP WORKING SATISFACTORILY.56 BARRELS WERE RECOVERED AND PUMPED BACK INTO SYSTEM - 14 BARRELS SOAKED IN GROUND AND COVERED WITH FRESH DIRT."
19880066	4906	EXXON PIPELINE CO	No	19880115	657	MA	MEDFORD	 	No	 	No	"ROUTE #16@ MALDEN RIVER BRIDGE, MEDFORD, MASSACHUSETTS."	LINE PIPE	PIPE	 	1944	MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT	DAMAGE BY NATURAL FORCES	0	0	0	0	0	0	0	DIESEL FUEL	2911315	3	1500	500	No	No	7	0.45	0	WELDED	BELOW GROUND	1273	540	Yes	0	1400	2	88	NO DATA	Null	Null	NO DATA	 	DAMAGE BY NATURAL FORCES	 	Null	NO DATA	 	Null	Null	KENNETH P. GABRIEL - TERMINAL SUPT.	6173812847	 	        		"ON JANUARY 15,1988 @ 06:57 DURING A TRANSFER OF GASOLINE FROM EVERETT, MASS. TOWALTHAM, MASS. A PIPELINE LEAK OCCURRED IN MEDFORD,MASSACHUSETTS.  LOOSE CONTACTS ON A PUMP RELAY CAUSED PUMPS TO COME ON AND OFF CAUSING SHOCK WAVES INSIDE THE PIPELINE.  THIS COUPLED WITH LOAD PRESSURE ON THE PIPELINE RESULTED IN A LINE FAILURE."
19880067	26023	COASTAL STATES CRUDE GATHERING CO	No	19880226	1600	TX	WHARTON	DANEVANG	No	 	No	OFF FM 3986 APPROXIMATELY 3/4 MILES NORTH AND/OR 1/4 MILE SOUTH OF COASTAL'S DANEVANG PUMPING STATION.	LINE PIPE	PIPE	 	1962	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	18000	L. P. G.	4905711	2	997	0	No	No	8	0.32	2614	WELDED	BELOW GROUND	750	410	Yes	24	1050	0	73	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	OTHER	PUBLIC EDUCATION	No	Null	KENNETH P. RATLIFF- AREA SUPERVISOR	5128971721	 	        		PIPELINE STRUCK BY MAINTAINER (ROAD GRADER) CUTTING DRAINAGE DITCH FOR IRRIGATION CANAL.  BLADE PUNCTURED LINE AND OPERATOR BACKED MAINTAINER OFF OF PIPELINE.
19880068	19226	TEXACO PIPELINE INC	No	19880314	2300	TX	HARRIS	HOUSTON	No	 	No	 	LINE PIPE	VALVE	 	1965	OTHER	RELIEF LINE REMOVED	0	0	0	0	0	0	100	CRUDE OIL	1311110	1	200	199	No	No	0		0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	J. MINER	7134322765	 	        		"ON 11/12/87 ARCO PIPELINE CO. DISCONNECTED OUR 16"" PIPELINE HEADER AND THEIR 20""LINE AT LANE ST. JCT. IN PREPARATION TO HYDROTEST THEIR LINE.  TO DISCONNECT AND REMOVE HEADER, LOCATED BETWEEN OUR LINES, ARCO REQUESTED TPLI TO REMOVE THE 1""RELIEF LINE BETWEEN THE HEADER AND THE TPLI LINE (SEE SKETCH).  THE RELIEF VALVE WAS SET @ 50# TO RELEIVE SUN PRESSURE ON BARREL WHEN LINE IS DOWN.  WE VERBALLY INSTRUCTED ARCO TO ADVISE US AS TO WHEN THEIR LINE WOULD BE READY FOR SERVICE AND WE SOULD AT THAT TIME RE-INSTALL THE RELIEF LINE.  ON 3/14/88 AT ABOUT 11:30P.M. TPLI WAS CALLED AND NOTIFIED THAT ARCO HAD A LEAK AT LANE ST. JCT. ARCO HAD RE-INSTALLED THE HEADER AND PUT THEIR LINE BACK IN SERVICE BUT FAILED TO NOTIFY TPLI.  ARCO SAID THEYHAD LEFT THEIR MAINLINE VALVE OPENED TO HEADER WHICH SHOULD HAVE BEEN CLOSED, PLUS HAD FAILED TO NOTIFY US AS TO RE-INSTALLING THE HEADER."
19880069	12628	MOBIL PIPELINE CO	No	19880312	1215	TX	WILSON	 	No	 	No	IN THE LOUIS MANCHACA II LEAGUE GRANT SURVEY.	LINE PIPE	PIPE	 	1939	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	3680	GASOLINE	2911135	3	35	0	No	No	4	0.24	35000	WELDED	BELOW GROUND	1270	900	Yes	2	1357	9	68	EXTERNAL	Yes	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"D. L. DENNARD , VICE PRESIDENT, OPERATIONS"	2146582226	 	        		"A SECTION OF THE 4"" CORPUS CHRISTI TO SAN ANTONIO REFINED PRODUCTS PIPELINE WASISOLATED AND PRESSURIZED WITH WATER TO DETERMINE THE LOCATION OF A LEAK.  THE LEAK WAS THE RESULT OF EXTERNAL CORROSION PENETRATING THE WALL OF THE PIPE.  THE JOINT OF 4"" PIPE WAS REMOVED AND REPLAED WITH NEW PRETESTED 4"" PIPE."
19880070	443	AMOCO PIPELINE CO	Yes	19880317	1100	IL	WILL	MONEE	No	 	No	"130 FEET WEST OF STEGER-MONEE ROAD, 1/16MILE SOUTH OF DRALLE, 1/16 MOLE NORTH OF HAMILTON."	LINE PIPE	BOLTED FITTING	 	1934	OTHER	FIBER GASKET FAILURE	0	0	0	0	0	0	25000	GASOLINE	2911135	3	100	75	No	No	14	0.38	35000	WELDED	BELOW GROUND	720	500	No	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	R. A. STAHL - AREA MANAGER	2197382384	 	        		"ON THE MORNING OF MARCH 17, 1988, A PIPELINE MAINTENANCE CREW BROKE SOME FIELD TILES WHILE EXCAVATING AN ADJACENT PIPELINE.  THE FIELD TILES CONTAINED UNLEADEDGASOLINE.  FURTHER INVESTIGATION REVEALED THAT A FLANGED SPOOL PIECE WAS LEAKING ON THE 14"" PIPELINE.  IT APPEARS THAT THE FIBER  GASKETS ON THE FLANGED SPOOL PIECE HAD DETERIORATED WITH AGE AND ALLOWED TH GASOLINE TO LEAK FROM THE PIPELINE"
19880071	19212	TESORO PIPELINE CO	No	19880324	1200	TX	DIMMIT	CARRIZO SPRINGS	No	 	No	"3 MILES WEST OF CARRIZO SPRINGS, TEXAS ON TEXAS 277, TO TESORO PIPELINE CROSSING.  NORTH ON RIGHTAWAY ABOUT 2/10 MILES."	LINE PIPE	NO DATA	 	1973	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	1500	CRUDE OIL	1311110	1	80	0	No	No	4	0.13	1944	WELDED	BELOW GROUND	360	50	Yes	0	0	0	73	INTERNAL	Yes	Yes	NO DATA	UNKNOWN	NO DATA	 	Null	NO DATA	 	Null	Null	"FORREST FINLEY, SAFETY COORDINATOR, TESORO CRUDE OIL CO."	5123335634	 	        		"THE PENA CREEK GATHERING SYSTEM DEVELOPED LEAKS IN TWO SEPERATE LOCATIONS.  THELEAKS WERE 2/10 MILE APART. THE MOUNT OF CRUDE OIL LOSS WAS APPROXIMATELY 50-80BARRELS.  THE LEAKS WERE EXPOSED, CLAMPED, COATED AND WRAPPED, COMPLETELY STOPPING THE LEAKS."
19880072	18519	SOUTHERN PACIFIC PIPELINE CO	Yes	19880316	800	CA	CONTRA COSTA	CONCORD	No	 	No	1551 SOLANO WAY - JUST ACROSS STREET ROM OUR CONCORD PUMP STATION.	LINE PIPE	PIPE	 	1967	FAILED PIPE	DAMAGE BY OTHERS	0	0	0	0	0	0	0	DIESEL FUEL	2911315	3		244	No	No	14	0.22	52000	WELDED	BELOW GROUND	1170	1099	Yes	24	1450	0	67	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	ONE CALL	 	No	Null	"BARRY R. PEARL, VICE PRESIDENT-OPERATIONS"	2134867860	 	        		"OUR FIELD PERSONNEL FOUNE A STAIN ON GROUND OUTSIDE CONCORD PUMP STATION.  PRESSURE WAS BLED OFF THE LLINE.  THE PIPE AT POINT OF LEAK WAS FOUND TO HAVE BEEN DAMAGED SOMETIME IN THE PAST.  PIPE WAS ALSO FOUND TO BE LAMINATED AT THIS LOCATION AND A SECTION OF PIPE WAS REPLACED.MR. DAVID DONALDSON-ROOM 8417INFORMATION RESOURCES MANAGERDEPARTMENT OF TREANSPORTATION-DPS-10400 SEVENTH STREET, S.W.WASHINGTON, D.C. 205902-CCMR. JAMES F. MCMULLENSTATE FIRE MARSHAL7171 BOWLING DRIVE, SUITE 600SACRAMENTO, CALIFORNIA 95823"
19880073	18273	SHELL PIPE LINE CORP	Yes	19880312	1330	TX	WARD	MONAHANS	No	 	No	"SW 1/4, NW 1/4, SECTION 6, BLOCK 19THREE MILES EAST OF MONAHANS, HENDRICK-B     ARNSLEY NO. 2 - 6-INCH."	LINE PIPE	PIPE	 	1920	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	2097	CRUDE OIL	1311110	1	510	455	No	No	6	0.28	0	WELDED	BELOW GROUND	800	150	No	0	0	0	0	EXTERNAL	No	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"J. W. HOLDEN, MANAGER REGULATIONS AND MAINTENANCE STANDARDS"	7132416262	 	        		
19880074	22610	WILLIAMS PIPELINE CO	Yes	19880301	1920	KS	ALLEN	 	No	 	No	"LINE SECTION 006, SW1/4 SECTION 20, T24S R20E."	LINE PIPE	PIPE	 	1946	OUTSIDE FORCE DAMAGE	DAMAGE BY OTHERS	0	0	0	0	0	0	2500	FUEL OIL	2911715	3	443	200	No	No	8	0.2	35000	WELDED	BELOW GROUND	1050	930	Yes	8	1554	7	87	NO DATA	Null	Null	NO DATA	 	DAMAGE BY OTHERS	 	Yes	OTHER	LINE MARKERS	No	No	"H. E. JANZEN, VICE-PRESIDENT- OPERATIONS"	9185883850	 	        		"ON MARCH 1, 1988, A LOCAL FARMER CONDUCTING MAINTENANCE WORK ON A LAND TERRACE STRUCK OUR #3-8"" BARNSDALL-DANSAS CITY PIPELINE WITH A MOLD BOARD PLOW.  THE LINE WAS SHALLOW, HOWEVER, THIS AREA HAD BEEN UNDER CULTIVATION FOR 30 YEARS WITHOUT ANY PREVIOUS PROBLEMS.  THE SHALLOW LINE IN THE VICINITY OF THE LEAK SITE WILLBE LOWERED TO APPROPRIATE DEPTHS.  CLEANUP EFFORTS ARE UNDERWAY IN COOPERATION WITH TH STATE."
19880075	22610	WILLIAMS PIPELINE CO	Yes	19880226	2335	NE	LANCASTER	 	No	 	No	LINCOLN TERMINAL	TANK FARM	PUMP	 	1940	OTHER	VIBRATION/WEAR	0	0	0	0	0	0	90000	GASOLINE	2911135	3	60	0	No	No	0		0	NO DATA	NO DATA	0	0	Null	0	0	0	0	NO DATA	Null	Null	NO DATA	 	NO DATA	 	Null	NO DATA	 	Null	Null	"H. E. JANZEN, VICE - PRESIDENT - OPERATIONS"	9185883850	 	        		"AT 2330 HOURS ON FRBRUARY 26, 1988, A GASOLINE LEAK WAS DISCOVERED AT OUR LINCOLN, NEBRASKA TERMINAL.  THE RELEASE ORIGIANATED FROM TANK #731'S PUMP.  VIBRATION APPARENTLY CAUSED THE METAL SEATING SURFACE ON THE PUMP CASE TO WEAR, RESULTING IN LEAKAGE AROUND THE CASE BOLT HOLES.  THE PUMP WAS NOT RUNNING AT THE TIME THE RELEASE WAS DISCOVERED.  CONTAMINATED SOIL HAS BEEN EXCAVATED AND CLEANUP OPERATIONS ARE CONTINUING IN FULL COOPERATION WITH THE STATE."
19880076	4906	EXXON PIPELINE CO	No	19880220	300	TX	BRAZORIA	 	No	 	No	"APPROXIMATELY 100 FEET EAST OF F.M. 517 NEAR ALVIN, TEXAS.  LEAK OCCURRED AT STATION NUMBER 1792+19 ON THE BOLING-WEBSTER 8-INCH PIPELINE."	LINE PIPE	PIPE	 	1919	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	1000	CRUDE OIL	1311110	1	600	585	No	No	8	0.32	25000	THREADED	BELOW GROUND	600	100	No	0	0	0	0	INTERNAL	Yes	Yes	OTHER	SALT WATER	NO DATA	 	Null	NO DATA	 	Null	Null	"G. P. MURRAY, OPERATIONS MANAGER"	7136565956	 	        		"DURING NORMAL OPERATION, A LEAK OCCURRED IN THE BODY OF THE PIPE.  THERE WERE NO UNUSUALY ACTIVITIES ASSOCIATED WITH THIS LEAK.  THE LEAK WAS STOPPED BY INSTALLING A ""PLIDCO"" SLEEVE."
19880077	4906	EXXON PIPELINE CO	No	19880221	1200	TX	BRAZORIA	 	No	 	No	"APPROXIMATELY 50 FEET EAST OF F.M. 1762 NEAR ALVIN, TEXAS.  LEAK OCCURRED AT STATION NUMBER 1591+880 ON THE BOLING - WEBSTER 8-INCH PIPELINE."	LINE PIPE	PIPE	 	1919	CORROSION	"CORROSION, INTERNAL"	0	0	0	0	0	0	1700	CRUDE OIL	1311110	1	1500	1465	No	No	8	0.32	25000	THREADED	BELOW GROUND	600	100	No	0	0	0	0	INTERNAL	No	Yes	OTHER	SALT WATER	NO DATA	 	Null	NO DATA	 	Null	Null	"G. P. MURRAY, OPERATIONS MANAGER"	7136565956	 	        		"DURING NORMAL OPERATIONS, A LEAK OCCURRED INTHE BODY OF THE PIPE.  THERE WERE NO UNUSUAL ACTIVITIES ASSOCIATED WITH THIS LEAK.  A CLAMP WAS INSTALLED TO STOP THE LEAK.  PERMANENT REPAIRS WERE COMPLETED LATER AN CONSISTED OF ""FULL WRAPPING""THE PIPE.  THE PIPELINE WAS TAKEN OUT OF SERVICE AND HYDROSTATICALLY TESTED."
19880078	18273	SHELL PIPE LINE CORP	Yes	19880309	1245	TX	WARD	MONAHANS	No	 	No	"SW 1/4, SW 1/4, SECTION 6, BLOCK 19 THREE MILES EAST OF MONAHANS HENDRICK-BARNSLEY NO. 2 - 6 INCH."	LINE PIPE	PIPE	 	1920	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	2536	CRUDE OIL	1311110	1	850	780	No	No	6	0.28	0	WELDED	BELOW GROUND	800	100	No	0	0	0	0	EXTERNAL	No	Yes	GALVANIC	 	NO DATA	 	Null	NO DATA	 	Null	Null	"J. W. HOLDEN, MANAGER REGULATIONS AND MAINTENANCE STANDARDS."	7132416262	 	        		
19880079	443	AMOCO PIPELINE CO	Null	19880107	1500	LA	CAMERON	HACKBERRY	No	 	No	"LEAK OCCURRED ON PATRICK PUMP STR. 4"" DISCHARGE LINE 200 FT. EAST OF PUMP; 2 CRUDE GATHERING LINE SECTION 28 T-125, R-10W."	NO DATA	PIPE	 	1966	CORROSION	"CORROSION, EXTERNAL"	0	0	0	0	0	0	250	CRUDE OIL	1311110	1	20	20	No	No	4	0.24	0	WELDED	BELOW GROUND	150	100	No	0	0	0	0	EXTERNAL	Yes	Yes	OTHER	OXIDATION	NO DATA	 	Null	NO DATA	 	Null	Null	J. E. BRASFIELD- FIELD SUPT.	4098355381	 	        		LINE CORROSION DUE TO COATING FAILURE 10 BBLS. OF OIL WAS RECOVERED AND THE REMAINING 10 BBLS. WAS DISPOSED OF REPAIR WAS MAKE BY REPLACING 42 ST. OF LINE WITHNEW PIPE.
